출판사,대출건수합계,평균대출건수,도서수
Wordsworth Pub Co,4,4.0,1
라이프앳북스,4,4.0,1
그리조아(GRIJOA) FC,4,4.0,1
그리스도대학교 출판국,4,4.0,1
맨투맨사이언스,4,4.0,1
美山 사진연구소,4,4.0,1
聖輪閣,4,4.0,1
美術出版社,4,0.8,5
그레이트북,4,4.0,1
PCKBOOKS,4,2.0,2
EDITORIAL RATA,4,4.0,1
헥소미아,4,2.0,2
헤이펍스,4,4.0,1
이화경영연구소,4,4.0,1
이프북스(IFBOOKS),4,0.8,5
의왕시,4,4.0,1
Publication team of the Korea Broadcast Advertising Corporation,4,4.0,1
祥元社,4,2.0,2
여락,4,2.0,2
뿌리와 날개,4,4.0,1
Pung woldang(풍월당),4,4.0,1
언더스탠드,4,4.0,1
어티피컬,4,2.0,2
어진소리,4,4.0,1
샤이니월드(Shiny World),4,2.0,2
日經BP社,4,4.0,1
日本評論社,4,4.0,1
생각활주로,4,4.0,1
꿈,4,4.0,1
PNU Press(부산대학교출판문화원),4,4.0,1
PKM Books,4,4.0,1
라이프해킹,4,4.0,1
明林,4,4.0,1
Kmc,4,4.0,1
사랑의 전화복지재단,4,4.0,1
사랑방시낭송회,4,2.0,2
사랑과사람,4,4.0,1
하얀마음,4,4.0,1
하얀나무,4,2.0,2
Uppity(어피티),4,4.0,1
Unknown,4,4.0,1
그린헬스,4,4.0,1
러닝앤코(LEARNING&CO),4,4.0,1
램프온더문,4,4.0,1
샵북,4,4.0,1
생각하는사람들,4,4.0,1
이너피스,4,4.0,1
맑은 날,4,4.0,1
眺帆山房,4,1.3333333333333333,3
청기출판사,4,4.0,1
VISUALRF,4,4.0,1
하늘창고,4,2.0,2
竹筍文學會,4,4.0,1
童心社,4,2.0,2
稅經資料社,4,4.0,1
레드메히아,4,4.0,1
허들북스,4,4.0,1
PUSH/Scholastic Inc.,4,4.0,1
러닝터틀,4,4.0,1
향원익청 연,4,4.0,1
Papership(페이퍼쉽미디어),4,4.0,1
PanMacmillan,4,4.0,1
레모네이드앤코,4,4.0,1
생명의나무,4,0.5,8
생명광장,4,4.0,1
Winbooks,4,4.0,1
Wild Books(와일드북스),4,4.0,1
글꽃(글꽃이 피었습니다),4,4.0,1
글기획,4,4.0,1
하늘산책,4,4.0,1
청동,4,4.0,1
품(도서출판),4,1.3333333333333333,3
길연,4,4.0,1
푸른약국,4,0.8,5
書苑堂,4,2.0,2
書景文化社,4,0.6666666666666666,6
Peace media(피스 미디어),4,4.0,1
Parkwest Pubns,4,4.0,1
지금북스,4,4.0,1
말·글,4,4.0,1
만해사상실천선양회,4,4.0,1
마틴웍스,4,4.0,1
生活·??·新知三??店,4,4.0,1
사막여우,4,4.0,1
사유악부,4,1.3333333333333333,3
말씀과 삶,4,4.0,1
해성E&P,4,4.0,1
김달진미술연구소,4,1.3333333333333333,3
샘소딩북스,4,4.0,1
새천년출판사,4,2.0,2
Dryden,4,4.0,1
에릭스토리,4,4.0,1
프레토 플레이,4,4.0,1
기린제작사,4,4.0,1
Portobello Books,4,4.0,1
지식의통섭,4,4.0,1
瑞音出版社,4,1.3333333333333333,3
하교,4,4.0,1
핑크뮬리,4,4.0,1
엔지니어즈,4,0.36363636363636365,11
知&智 Books,4,4.0,1
엘프영어사,4,4.0,1
엘프린트,4,4.0,1
Arthur a Levine                         ,4,2.0,2
기획공방,4,4.0,1
기술,4,0.8,5
이일상,4,2.0,2
롤링비틀,4,4.0,1
로즈북스,4,4.0,1
로이즈출판사,4,4.0,1
행복한시간,4,4.0,1
새들녘,4,4.0,1
에세이포레,4,4.0,1
에세이아카데미,4,2.0,2
프로네시스(웅진),4,4.0,1
마음의 거울,4,2.0,2
마이티북스(15번지),4,4.0,1
해의 등불,4,2.0,2
필리리스토리,4,4.0,1
사장모임,4,4.0,1
Dankkum i(단꿈아이),4,4.0,1
글도출판사,4,4.0,1
Pearson Life,4,4.0,1
이웃사람,4,4.0,1
기독교연합신문,4,4.0,1
Dt. Taschenbuch-Verlag,4,4.0,1
Wesleyan University Press,4,4.0,1
이엘books(이엘북스),4,4.0,1
이엘books(이엘 북스),4,4.0,1
해진미디어,4,4.0,1
픽셀앤플로우,4,4.0,1
필담,4,1.3333333333333333,3
漫遊者文化出版,4,4.0,1
산책(도서출판),4,4.0,1
엘림,4,4.0,1
이룩북스,4,4.0,1
Podbbangbooks(팟빵북스),4,4.0,1
마음치료교육,4,2.0,2
리더스경제연구소,4,4.0,1
Dotori(도토리),4,1.3333333333333333,3
White Pine Pr                           ,4,1.0,4
에스컴,4,0.23529411764705882,17
Atlantic Monthly Pr                     ,4,1.3333333333333333,3
지문각,4,4.0,1
Penguin Lcc Us,4,4.0,1
글썽,4,4.0,1
이문,4,4.0,1
이마지네,4,4.0,1
마음사이로,4,4.0,1
Plume Books,4,2.0,2
지식발전소,4,4.0,1
지식넷,4,4.0,1
리멘워커,4,4.0,1
프로젝트P,4,2.0,2
Hongik Yoga Institute,4,4.0,1
正訓出版社,4,0.6666666666666666,6
리상,4,4.0,1
이야기꽃 ,4,4.0,1
지문당(JIMOONDANG),4,2.0,2
삼영출판사(최상섭),4,4.0,1
삼영,4,2.0,2
삼안,4,4.0,1
法經元,4,4.0,1
삼보기획,4,2.0,2
피에스티커뮤니케이션,4,4.0,1
청사,4,2.0,2
湖南文藝出版社,4,1.3333333333333333,3
금창출판사,4,4.0,1
새날출판사,4,4.0,1
檀大出版部,4,4.0,1
금융소비자원,4,4.0,1
금왕출판사,4,4.0,1
행복을만드는사람들,4,4.0,1
프리마북스,4,2.0,2
Warner Vision Books,4,4.0,1
Avon,4,2.0,2
마루인터내셔널(주),4,4.0,1
삼원사,4,1.0,4
沈陽出版社(침양출판사),4,4.0,1
Korea National Arboretum,4,4.0,1
지식과 경영,4,4.0,1
에이엔씨출판,4,2.0,2
Hot Key Books,4,2.0,2
청암문학사,4,0.8,5
상명여자대학교출판부,4,4.0,1
마그리트서재,4,4.0,1
Korean Publishers Association,4,2.0,2
이슈브리핑,4,4.0,1
이스트북,4,4.0,1
이스터에그,4,4.0,1
리커버리,4,2.0,2
에이치인포메이션,4,4.0,1
플레이온콘텐츠,4,4.0,1
플랜티출판,4,4.0,1
法律書院,4,1.0,4
금란,4,4.0,1
청송문화,4,4.0,1
HudsonStreetPress,4,4.0,1
Dial Books for Young Readers,4,4.0,1
이비즈니스,4,2.0,2
이상사,4,2.0,2
와이즐리,4,4.0,1
Shinasa,4,4.0,1
Shang Hai Ren Min Chu Ban She,4,4.0,1
배럴,4,4.0,1
고려한림원,4,2.0,2
HUiNE(한국외국어대학교 지식출판원),4,2.0,2
실반트리,4,4.0,1
メディアファクトリ-,4,4.0,1
Hakhyunsa(학현사),4,4.0,1
Hakgojae gallery,4,4.0,1
싱글북스,4,2.0,2
십자가사랑,4,4.0,1
고비,4,2.0,2
힐링21(Healing21),3,3.0,1
다층,3,0.6,5
다찬,3,3.0,1
제주도여성특별위원회,3,1.5,2
不二,3,1.5,2
고북이,3,1.5,2
HUiNE(한국외국어대학교 출판부),3,3.0,1
三??店,3,3.0,1
三一書房,3,0.75,4
Hak Mun,3,3.0,1
Hakjisa,3,3.0,1
Hamlyn,3,3.0,1
신풍엔터프라이즈,3,3.0,1
고운벗,3,3.0,1
한국실내건축가협회,3,3.0,1
제이,3,3.0,1
MarianWoodBooks/Putnam,3,3.0,1
Margaret K. McElderry Books,3,1.0,3
희유(희유 출판사),3,1.5,2
크레디아,3,3.0,1
HanKuk Munwhasa,3,3.0,1
Margaret K McElderry                    ,3,3.0,1
단재문화예술제전추진위원회,3,3.0,1
단대출판부,3,1.5,2
다솜북,3,3.0,1
다연(Dayeonbook),3,3.0,1
다시·봄,3,3.0,1
닥터지킬,3,1.5,2
제이디 미디어,3,1.5,2
에이엔에이컨설팅,3,1.5,2
에이에스(도서출판),3,3.0,1
HoughtonMifflinHarcourt(HMH,3,3.0,1
상무인서관 商務印書館,3,0.75,4
Developus(디벨롭어스),3,3.0,1
금사,3,3.0,1
행복,3,1.5,2
청수원,3,3.0,1
에이제이,3,3.0,1
플래티늄미디어,3,3.0,1
플래닛03,3,3.0,1
WWNorton&CoInc,3,3.0,1
피북스(Pbooks),3,3.0,1
피넛,3,1.5,2
피규어앤그라운드,3,3.0,1
삼일북스,3,3.0,1
지민,3,3.0,1
리지블루스,3,3.0,1
리와인드,3,1.5,2
마녀놀이,3,3.0,1
마들렌,3,1.5,2
글쟁이,3,3.0,1
핸드크래프트스타일,3,3.0,1
삼일,3,3.0,1
삼육대학교출판부,3,1.5,2
삼진출판사,3,1.5,2
PlataPub,3,3.0,1
Korea National Statistical Office,3,3.0,1
B,3,3.0,1
法律時代,3,1.0,3
리얼커뮤니케이션,3,1.5,2
民族文化,3,0.17647058823529413,17
상지사,3,1.5,2
에쓰앤씨퍼블리싱,3,3.0,1
에쎈에스미디어,3,3.0,1
상담연구소 마음이야기공방,3,3.0,1
이씨책방,3,3.0,1
이슬시집출판사,3,1.0,3
이야기마을,3,1.0,3
금정굴인권평화재단 인권평화연구소,3,3.0,1
금융보안연구원,3,3.0,1
금유출판사,3,1.0,3
Howard Pub Co                           ,3,3.0,1
에이아이마스터,3,3.0,1
WashingtonSquarePress,3,3.0,1
에이원,3,3.0,1
Avery,3,3.0,1
지산(길안사),3,1.5,2
에스엔씨퍼블리싱,3,3.0,1
Homa & Sekey books,3,3.0,1
상지문화사,3,3.0,1
리사(Lisa),3,3.0,1
삼성미술문화재단,3,1.0,3
삼성문화,3,3.0,1
Design Meme(디자인밈),3,3.0,1
Design House Publishers,3,3.0,1
海?食堂里的暖心故事,3,3.0,1
浙江少年?童出版社,3,0.6,5
淵鏡文化社,3,3.0,1
DeepVellumPublishing,3,3.0,1
Attibom(아띠봄),3,3.0,1
Atnoon Books,3,3.0,1
새길미디어,3,3.0,1
새.를.기.다.리.는.숲,3,3.0,1
지모,3,3.0,1
이어달리기,3,3.0,1
Deep Vellum Publishing,3,1.5,2
마술피리,3,3.0,1
이미아직,3,3.0,1
마산문화원,3,1.0,3
마므레출판사,3,1.5,2
마리서사(마리書舍),3,3.0,1
마리네 삼층집,3,3.0,1
이름,3,3.0,1
지식사회,3,1.5,2
이야기연구원,3,3.0,1
리바이블,3,3.0,1
리바운드스쿨,3,3.0,1
리딩라이프북스,3,3.0,1
프로파간다(Propaganda),3,3.0,1
이엘씨미디어,3,3.0,1
Pendragon,3,0.75,4
마음,3,1.5,2
마오르,3,3.0,1
源和,3,3.0,1
삶과 지성,3,3.0,1
삶과 앎,3,3.0,1
사회사상연구원,3,3.0,1
사회교육연구회,3,1.5,2
Pearson/Prentice Hall,3,3.0,1
르포지,3,3.0,1
기린미디어(기린미디어출판),3,3.0,1
청윤,3,3.0,1
White Pine Press (NY),3,1.0,3
White Lion Publishing,3,3.0,1
상상파워,3,1.5,2
마음이음(한국문학번역원),3,1.5,2
마인드마크,3,3.0,1
산업자원부,3,1.0,3
살림Biz,3,3.0,1
Volo,3,3.0,1
산들북,3,3.0,1
엘리오앤컴퍼니(ELIO&COMPANY),3,3.0,1
DNDD,3,3.0,1
글뜸,3,3.0,1
새벽감성1집,3,1.5,2
이우학원,3,3.0,1
지능형 홈 산업화 지원센터,3,3.0,1
행복한 북클럽,3,3.0,1
리나북스,3,3.0,1
Dupin(뒤팽),3,3.0,1
Wellbook(웰북),3,3.0,1
에듀프레스,3,3.0,1
청해기획,3,3.0,1
새한선교회,3,1.5,2
새정보 미디어,3,3.0,1
東方圖書出版社,3,3.0,1
이랑 Books,3,3.0,1
Konkursbuch,3,1.0,3
玄岩,3,3.0,1
理論社,3,3.0,1
사상사회연구소,3,3.0,1
엠디이티,3,3.0,1
하늘땅,3,1.0,3
Artisan Publishers,3,3.0,1
이이비네트웍스,3,3.0,1
에벤에셀,3,0.75,4
에버그린,3,3.0,1
에듀웰,3,1.5,2
이을출판사,3,3.0,1
LINN(린),3,3.0,1
LGF,3,3.0,1
白暎社,3,3.0,1
白山資料院,3,1.5,2
사이間,3,1.5,2
만일,3,3.0,1
이디그로,3,3.0,1
Prometheus Books,3,3.0,1
사유,3,3.0,1
이다원,3,3.0,1
로뎀나무아래에서,3,3.0,1
東京堂出版,3,1.0,3
東亞出版社,3,1.5,2
杏林書院,3,1.5,2
글꼴,3,3.0,1
하늘문화,3,3.0,1
청람출판사,3,1.0,3
청노루출판사,3,1.5,2
사소서사,3,3.0,1
사색의정원,3,1.5,2
사랑과 사람,3,1.5,2
하늘출판,3,0.75,4
VCR,3,3.0,1
IGMbooks,3,3.0,1
Culture platform,3,3.0,1
秋田書堂,3,3.0,1
풍등출판사(스쿠바미디어),3,3.0,1
렛잇비,3,3.0,1
김샘교육,3,3.0,1
書행성,3,3.0,1
春光,3,3.0,1
明知大學校出版部,3,3.0,1
Winter Road Pub                         ,3,3.0,1
생각쉼표&휴먼컬처아리랑,3,3.0,1
EAI,3,3.0,1
有하,3,3.0,1
레인보우,3,3.0,1
레슨,3,1.5,2
이종주니어,3,3.0,1
ParkRow,3,3.0,1
향음,3,3.0,1
Artblue,3,3.0,1
푸른초장,3,3.0,1
생각의다리,3,3.0,1
Winbooks(유림문화사),3,1.5,2
초당출판사,3,3.0,1
晶文社,3,0.6,5
普成社,3,0.375,8
푸른세상(사단법인),3,3.0,1
With U 북스,3,3.0,1
초록낙타,3,1.5,2
맘앤파파,3,1.5,2
맑은울림,3,3.0,1
이너브리지,3,3.0,1
말그릇,3,1.5,2
여강,3,3.0,1
청강문화산업대학교,3,1.5,2
첫눈에,3,3.0,1
생각하는 원,3,3.0,1
허브월드(아시아종묘),3,3.0,1
이채출판,3,3.0,1
깸(여성경제신문),3,3.0,1
Woongjin Think Big Co.,3,3.0,1
푸른별,3,1.5,2
해령문화사,3,3.0,1
매직완드,3,3.0,1
매원,3,3.0,1
매디자인,3,3.0,1
Kim Art Institute Publishing,3,3.0,1
맞춤,3,1.5,2
의학출판사,3,3.0,1
생명중심,3,3.0,1
깊은바다 돌고래,3,3.0,1
깃드는숲,3,3.0,1
증권서적 출판부,3,3.0,1
Archiban Seok Chul Kim & Partners,3,3.0,1
초록우체통/보리별,3,3.0,1
샨티아쉬람,3,3.0,1
꿈꾸는별,3,3.0,1
푸른문학사,3,0.75,4
언니네마당,3,3.0,1
어학정보사,3,3.0,1
어학계,3,3.0,1
旭屋出版,3,3.0,1
早川書房,3,0.3,10
日本經濟新聞社,3,0.75,4
즐거운 家,3,3.0,1
쥬쥬베북스,3,1.0,3
꽃피는 책,3,1.5,2
꽃씨,3,3.0,1
꽃신,3,3.0,1
생태목회연구소,3,3.0,1
엉터리books(엉터리북스),3,3.0,1
얼스마미,3,3.0,1
총회출판국(대한예수교장로회),3,3.0,1
총회신학출판부,3,3.0,1
헬로우코리안,3,3.0,1
라이터즈,3,3.0,1
Publs(퍼블스),3,3.0,1
Pub3육오(삼육오),3,1.0,3
매헌윤봉길의사기념관,3,3.0,1
맹앤앵,3,3.0,1
禪,3,3.0,1
사람다움,3,3.0,1
Crown Publishing Group (NY),3,1.5,2
빛너울,3,3.0,1
빛남출판사,3,0.6,5
Pushkin Press,3,0.75,4
라이크컴퍼니,3,3.0,1
라이카미(부즈펌),3,3.0,1
PENGUINRANDOMHOUSEUSA,3,3.0,1
머니프리랜서,3,3.0,1
BIC미디어북스,3,3.0,1
笠間書院,3,3.0,1
천지성지사,3,1.0,3
여민미디어,3,3.0,1
빨간집,3,1.0,3
URBooks,3,3.0,1
考試界,3,1.5,2
빛과 글,3,3.0,1
PENGUIN.,3,3.0,1
PC어드밴스,3,1.0,3
인능원,3,1.5,2
꿈꾸는책,3,3.0,1
꿈꾸는지구,3,3.0,1
최정,3,3.0,1
끄세쥬,3,3.0,1
서광학술자료사,3,0.6,5
푸른넋,3,3.0,1
푸른나무 ,3,3.0,1
푸른겨울,3,3.0,1
서우출판사,3,3.0,1
서시사,3,3.0,1
서비스전략경영연구소,3,3.0,1
서보(다인),3,3.0,1
인간과 문학사,3,0.75,4
라사라,3,3.0,1
라까니언,3,3.0,1
新진리탐구,3,3.0,1
어진북스,3,3.0,1
WorkmanPubCo,3,3.0,1
꿈과 의지,3,3.0,1
新書院,3,1.5,2
춘천마임축제,3,3.0,1
新風舍,3,1.5,2
그래픽시선,3,3.0,1
해담솔,3,3.0,1
지엔미디어,3,3.0,1
빠마,3,1.0,3
천년의 시작,3,1.0,3
하이키출판사,3,3.0,1
그래더북,3,3.0,1
을지서적출판부,3,1.5,2
新知書院,3,0.5,6
新潟日報社,3,0.75,4
중앙일보새천년,3,3.0,1
중앙일보미디어플러스,3,3.0,1
뜻이 있는길,3,1.5,2
떠오름코퍼레이션,3,3.0,1
중앙일보 이코노미스트,3,1.5,2
현대시문학사,3,1.5,2
BK corp.,3,3.0,1
메이트스쿨,3,3.0,1
經文書籍,3,3.0,1
Unionsverlag,3,1.5,2
UUP.(울산대학교출판부),3,3.0,1
TyndaleHousePub,3,3.0,1
하쿠나 마타타,3,3.0,1
하제,3,3.0,1
은빛물결,3,3.0,1
귀거래사,3,3.0,1
현대사회과학연구원,3,3.0,1
Eastend(이스트엔드),3,3.0,1
서울생활사박물관,3,1.5,2
항산문고,3,3.0,1
핫나경출판사,3,3.0,1
빅퀘스천,3,3.0,1
하움(하움출판사),3,1.5,2
角川春樹事務所,3,1.0,3
觀東(관동 산악연구회),3,3.0,1
西村書店,3,3.0,1
비전캐릭터,3,3.0,1
학산문화사(단행본),3,3.0,1
B_공장,3,3.0,1
디케이제이에스(DKJS),3,3.0,1
디케,3,3.0,1
디캠퍼스(DCampus),3,3.0,1
포세이돈,3,3.0,1
서울중앙병원,3,3.0,1
서울역사박물관(Seoul Museum of History),3,3.0,1
디자인공간,3,3.0,1
디자인21,3,1.5,2
Amazoncrossing                          ,3,3.0,1
Alyson Pubns                            ,3,3.0,1
Alligator books,3,3.0,1
YH Media(와이에치미디어),3,3.0,1
EccoPress,3,3.0,1
나눔트리,3,3.0,1
And Other Stories,3,1.5,2
중앙위즈(joongang wiz),3,3.0,1
Lami 인문과 예술경영연구소,3,3.0,1
중앙아동교육개발원,3,3.0,1
나눔과 섬김,3,3.0,1
Other Press (NY),3,3.0,1
항주출판사(杭州出版社),3,3.0,1
항암,3,3.0,1
출판사 결,3,1.5,2
서재필기념회,3,1.5,2
Edition Peperkorn ,3,3.0,1
新世界出版社,3,1.5,2
은진출판사,3,3.0,1
함께하는출판그룹 파란,3,3.0,1
명지대학교출판부,3,0.75,4
비즈하우스,3,3.0,1
芸耕,3,3.0,1
UE,3,3.0,1
연세말씀사,3,3.0,1
詩評社,3,3.0,1
학우출판사,3,3.0,1
비온다(BIONDA),3,3.0,1
국회도서관,3,1.5,2
인사이트브리즈(인사이트브리즈 출판사),3,3.0,1
야스(야스미디어),3,3.0,1
모빌링크텔레콤 삼일인포마인 사업부,3,3.0,1
비젼-21,3,3.0,1
무근검,3,3.0,1
윤당,3,1.5,2
국학,3,3.0,1
모먼트오브임팩트,3,3.0,1
모루와정,3,3.0,1
Kalon(칼론),3,3.0,1
Baeksan Publishing,3,3.0,1
비타북스(헬스조선),3,3.0,1
Course Technology Ptr,3,3.0,1
모퉁이돌,3,0.6,5
Rainbow books(레인보우북스),3,3.0,1
지우LNB(지우출판),3,3.0,1
출판사 마저,3,3.0,1
나무야미안해,3,1.5,2
충남대학교출판문화원(궁미디어),3,3.0,1
Hermonhouse(헤르몬하우스),3,1.5,2
춘희네책방,3,3.0,1
서원대학교 출판부,3,3.0,1
서울평화상문화재단,3,0.75,4
평화의길,3,3.0,1
평화나무,3,3.0,1
평사리(Common Life Books),3,3.0,1
디.엠.젯,3,3.0,1
디스이즈북,3,3.0,1
인터시티즌,3,3.0,1
현실적 지성,3,3.0,1
디오,3,3.0,1
디에스 이 트레이드,3,3.0,1
디어나잇,3,3.0,1
Amber-Allen Pub                         ,3,3.0,1
중앙문화 진수출판사,3,3.0,1
중앙M&B 출판2팀,3,3.0,1
들꽃사랑,3,1.0,3
들꽃과 구름,3,3.0,1
목근통,3,3.0,1
비오출판사,3,3.0,1
연봉,3,3.0,1
책틈,3,1.5,2
辰巳出版,3,0.5,6
Cornell Univ East Asia Program,3,3.0,1
Corgi,3,3.0,1
열린기술,3,1.5,2
비러프,3,3.0,1
한월북스,3,3.0,1
무간수,3,3.0,1
두우성,3,3.0,1
나섬,3,3.0,1
치유시대,3,3.0,1
치유,3,3.0,1
석일사,3,1.0,3
석모도,3,3.0,1
애플미디어(곽영완),3,3.0,1
애플기획,3,3.0,1
Ehwa Womans University Press,3,1.0,3
Egmont Books,3,1.5,2
드림월드,3,3.0,1
중앙M&B 생활 무크팀,3,3.0,1
Open Letter Books,3,1.5,2
드림빅,3,3.0,1
페이퍼 르네상스,3,3.0,1
충무공정충신유적현창사업회,3,3.0,1
지우사,3,1.5,2
유커리스트,3,3.0,1
국제외국어평가원,3,3.0,1
한.언,3,3.0,1
책읽는오두막,3,1.5,2
Institute of Southeast Asian Studies,3,3.0,1
Inspire(영감의 언어),3,3.0,1
CommunicationBooks,3,1.5,2
Infrawide(인프라와이드),3,3.0,1
책읽는 곰,3,3.0,1
金首衡,3,3.0,1
유영국미술문화재단,3,3.0,1
뒷목출판사,3,3.0,1
둥지교육,3,3.0,1
인터워크,3,1.0,3
인텔에듀케이션,3,1.5,2
Ericstory(에릭스토리),3,3.0,1
Epok? Studio(에포케 스튜디오),3,3.0,1
알림사,3,3.0,1
펜타클,3,1.5,2
알코올플레져,3,3.0,1
애드북,3,3.0,1
成均館出版部,3,1.5,2
Olivier,3,3.0,1
Oldstairs(올드스테어즈),3,3.0,1
성림주니어북,3,3.0,1
慶熙大學校 出版局,3,1.5,2
충남대학교출판부(CNU Press),3,3.0,1
[기독교대한감리회] 서부연회출판부,3,3.0,1
선산류씨 곡성입향본가 연운당,3,3.0,1
드러커마인드,3,3.0,1
드림앤비전출판,3,3.0,1
앞선,3,3.0,1
암사자북스,3,3.0,1
지인,3,0.75,4
지을,3,3.0,1
국제문화출판공사,3,3.0,1
한우리통일출판,3,3.0,1
한옥문화,3,3.0,1
비비에스마케팅,3,3.0,1
한국 신학개발연구소,3,3.0,1
유아문화사,3,3.0,1
한옥당,3,3.0,1
한얼사,3,1.5,2
형설사,3,1.0,3
Leftroad(레프트로드),3,3.0,1
두레출판사,3,3.0,1
성지원,3,1.5,2
남가람,3,3.0,1
판다플립,3,3.0,1
펀북스,3,3.0,1
Oeun Life Science(오은라이프사이언스),3,3.0,1
OZ Media Group,3,3.0,1
두나무,3,3.0,1
혜림출판사,3,3.0,1
AlbertWhitman&Co,3,3.0,1
延世大學校 出版部,3,3.0,1
성원사,3,3.0,1
성약(성약출판사),3,3.0,1
안토니아스,3,3.0,1
德崇叢林 修德寺,3,3.0,1
彩流社,3,0.6,5
성서와신학연구소,3,3.0,1
[세계로유학원 출판부],3,3.0,1
彩文社,3,3.0,1
카논,3,3.0,1
칭찬과 명성,3,3.0,1
퍼블리싱컴퍼니클,3,3.0,1
무진미래,3,3.0,1
비가람,3,1.5,2
비ㆍ북스,3,1.0,3
블룸컴퍼니,3,3.0,1
Ingram Pub Services,3,3.0,1
문단,3,3.0,1
무한출판사,3,0.75,4
Bard                                    ,3,3.0,1
Banwon,3,3.0,1
建設硏究社 標準硏究委員會,3,1.5,2
일본어뱅크부설일본문화연구센터,3,3.0,1
중도,3,3.0,1
세계정치경제연구소,3,3.0,1
패스커뮤니케이션,3,3.0,1
Bantam Press,3,1.5,2
한걸음더,3,3.0,1
한경비피,3,3.0,1
열린동해문학,3,3.0,1
Time Warner,3,3.0,1
한국가정법률상담소,3,3.0,1
블레어하우스,3,3.0,1
블레싱북스,3,1.5,2
혜윰미디어,3,3.0,1
혜심,3,3.0,1
혜서원,3,0.75,4
ORP press,3,3.0,1
ONL(온엘),3,3.0,1
工學社,3,3.0,1
Barrons Educational Series Inc,3,3.0,1
문보재,3,1.5,2
국제경영개발원,3,3.0,1
Read & Change,3,3.0,1
지택코리아,3,3.0,1
Threechairs Company(스리체어스),3,3.0,1
J & jj(제이 앤 제이제이),3,3.0,1
Irwin/McGraw-Hill,3,3.0,1
내로라,3,1.5,2
일우당,3,3.0,1
일요시사신문사,3,3.0,1
동아일보사 ,3,3.0,1
동아음악신문사출판국,3,3.0,1
세원미디어,3,3.0,1
세일즈대학,3,3.0,1
세계한국어문학회,3,3.0,1
山?文?出版社,3,3.0,1
少年??新聞社,3,3.0,1
bookin,3,1.5,2
book Lab,3,3.0,1
국민출판(국민출판사),3,3.0,1
열린지평사,3,3.0,1
韓國外國語大學校 出版部,3,1.5,2
韓國保建社會硏究院,3,0.75,4
한국경제서적,3,1.0,3
파초,3,1.5,2
平凡社,3,0.3333333333333333,9
세정출판사,3,3.0,1
세진무역,3,3.0,1
아폴로,3,3.0,1
문열다,3,3.0,1
Beall books,3,3.0,1
국립해양유물전시관,3,1.5,2
국립중앙박물관(National Museum of Korea),3,3.0,1
문창콘,3,1.5,2
靑志社,3,1.5,2
영어면허연구소(ESLLABS),3,3.0,1
북피아 주니어,3,3.0,1
JCG,3,3.0,1
책봇edisco,3,1.5,2
책봄(책봄출판사),3,3.0,1
韓國環境政策.評價硏究院,3,3.0,1
잇다름,3,1.0,3
임방서원,3,3.0,1
너럭바위,3,3.0,1
파마코리아나,3,3.0,1
캐럿하우스,3,3.0,1
칼빈서적,3,1.0,3
한국경제신문사출판국,3,3.0,1
Chung Ku Publisher(청구문화사),3,3.0,1
문학과 문화,3,3.0,1
한수협 출판부,3,1.5,2
Bella Books Inc                         ,3,3.0,1
지혜의산,3,3.0,1
靑南 鄭元植 博士 古稀記念論著 刊行委員會,3,3.0,1
국립중앙극장 공연예술박물관,3,3.0,1
문학사계사,3,3.0,1
홀로씨의테이블,3,3.0,1
家乘,3,3.0,1
소나무출판사,3,1.5,2
파인앤굿,3,3.0,1
세종마루,3,1.0,3
Ace Book,3,3.0,1
북한문제연구소,3,0.75,4
센세이션,3,1.5,2
동방문화,3,1.0,3
Restored World Foundation               ,3,3.0,1
한국과학기술진흥회,3,1.0,3
한국과미국,3,1.5,2
한성출판,3,3.0,1
BiblioLife,3,3.0,1
Berrett-Koehler Pub                     ,3,1.5,2
동문통책방,3,3.0,1
ARC Publications,3,3.0,1
잉킹북스,3,3.0,1
네이버,3,3.0,1
eduzip,3,3.0,1
파랑서재,3,3.0,1
주니북스,3,3.0,1
Nosvos(노스보스) ,3,3.0,1
자상의 놀이터,3,3.0,1
자문각,3,3.0,1
국립중앙도서관 자료기획과,3,3.0,1
국립중앙도서관 국립장애인도서관지원센터,3,3.0,1
養英閣,3,0.5,6
한국교원대학교 컴퓨터교육과 ITS연구실,3,3.0,1
한국교과서,3,3.0,1
영소사,3,3.0,1
문학선社,3,1.0,3
죠이정 인터내셔날,3,3.0,1
돌아온산,3,3.0,1
넥스트페이지(NEXT PAGE),3,3.0,1
소명,3,0.75,4
소리미디어,3,3.0,1
소르 Books(소르북스),3,3.0,1
아키노프,3,3.0,1
문학을 꿈꾸는 다락방,3,3.0,1
책만의 향기,3,3.0,1
JMbooks(제우미디어),3,3.0,1
The Millennium Project,3,3.0,1
黑龍江朝鮮民族出版社,3,0.42857142857142855,7
高麗苑,3,1.5,2
북스트릿,3,3.0,1
북아이,3,1.0,3
Charlesbridge,3,3.0,1
북오름,3,3.0,1
소설미학,3,0.5,6
天地,3,3.0,1
돌나라,3,3.0,1
돈오사,3,3.0,1
자연을닮은사람들,3,3.0,1
아이티웍스,3,3.0,1
Firewing Productions Inc.,3,3.0,1
ChickenHouse,3,3.0,1
Chicken House/Scholastic,3,3.0,1
한생미디어(구 한국생산성본부),3,3.0,1
한샘출판사,3,1.5,2
책동무 논장,3,3.0,1
한국기독교정치연구소,3,3.0,1
