출판사,대출건수합계,평균대출건수,도서수
현대북스,57,14.25,4
이모션미디어,57,6.333333333333333,9
아침,57,3.1666666666666665,18
Now book(지금이책),57,14.25,4
모던플러스,57,8.142857142857142,7
세개의소원,57,6.333333333333333,9
明志出版社,57,4.75,12
타임라인,57,6.333333333333333,9
효림,57,2.85,20
조선북스,57,8.142857142857142,7
지문당,57,4.071428571428571,14
파라다이스복지재단,57,7.125,8
하늘기획,57,8.142857142857142,7
글로벌투자컨설팅,57,7.125,8
마이북스,57,8.142857142857142,7
글의온도,57,5.181818181818182,11
위니더북,57,4.384615384615385,13
생각주머니,57,14.25,4
제이북,57,57.0,1
황매(푸른바람),57,9.5,6
Jimoondang,57,2.1923076923076925,26
피앤피북,57,8.142857142857142,7
Riverhead books,57,57.0,1
서울문화재단,57,14.25,4
분자방,57,28.5,2
Biz&money,57,57.0,1
을지서적,57,1.3571428571428572,42
삼정데이타서비스,57,14.25,4
주니어RHK,57,4.384615384615385,13
EBS(한국교육방송공사),57,57.0,1
좋은수필사,57,1.4615384615384615,39
스위치북,57,28.5,2
비즈북스,57,19.0,3
대원미디어,57,4.071428571428571,14
생각의지도,57,14.25,4
북21 컬처라인,57,9.5,6
씨아이알(CIR),57,4.384615384615385,13
비홍출판사,57,19.0,3
대한전문건설협회,57,28.5,2
숲속여우비,57,5.7,10
Bansok,57,9.5,6
금요일,57,11.4,5
금영애드컴,57,7.125,8
Delacorte Pr                            ,57,5.181818181818182,11
오피니언리더 커뮤니티,57,57.0,1
강한별,57,6.333333333333333,9
큰나(시와시학사),56,18.666666666666668,3
行法社,56,5.6,10
21세기북스(북이십일),56,14.0,4
비고(vigo),56,8.0,7
반디미디어,56,18.666666666666668,3
담소 인쇄,56,56.0,1
진선books(진선출판사),56,28.0,2
창우Books,56,28.0,2
무우수,56,14.0,4
한국해양과학기술원,56,9.333333333333334,6
어비스,56,18.666666666666668,3
법보신문사,56,28.0,2
두풍,56,18.666666666666668,3
한림,56,2.074074074074074,27
엑스플렉스,56,7.0,8
엑스북스(xbooks),56,4.3076923076923075,13
Vintage Crime/Black Lizard,56,56.0,1
머스트리드북,56,5.090909090909091,11
소프트뱅크커머스,56,28.0,2
놀궁리,56,11.2,5
토기장이(토기장이주니어),56,8.0,7
NUN(눈출판그룹),56,9.333333333333334,6
한국사법행정학회,56,4.666666666666667,12
지식과감성,56,6.222222222222222,9
맥스플러스원,56,28.0,2
QCG,56,14.0,4
빛과사람,56,28.0,2
SB(스마트비즈니스),56,28.0,2
땅에쓰신 글씨,56,56.0,1
위즈플래닛,56,7.0,8
서울꼬뮨(SEOUL COMMUNE),56,14.0,4
아산서원,56,9.333333333333334,6
포텐업,56,9.333333333333334,6
고래미디어,56,28.0,2
간장,56,18.666666666666668,3
래디시,56,5.090909090909091,11
Del Rey,56,5.6,10
정인출판,56,11.2,5
롱셀러,56,6.222222222222222,9
길밖의길,56,4.666666666666667,12
Macmillan UK,56,9.333333333333334,6
제이와이북스,56,28.0,2
배움터,56,6.222222222222222,9
고려수지침,56,11.2,5
공주대학교출판부,56,6.222222222222222,9
비조북스,56,8.0,7
비온뒤,55,18.333333333333332,3
경원북스,55,7.857142857142857,7
베리타스,55,6.875,8
문학실험실,55,2.5,22
어의운하,55,6.111111111111111,9
대한아카데미,55,27.5,2
MaHo(마호),55,13.75,4
세상을 여는 창,55,13.75,4
굿네이버스,55,13.75,4
HarperPerennial,55,6.111111111111111,9
에듀케어,55,27.5,2
에디트라이프,55,18.333333333333332,3
Bloomsbury Childrens,55,18.333333333333332,3
청출어람,55,13.75,4
한밤의책,55,11.0,5
역락출판사,55,6.111111111111111,9
文學思想社,55,55.0,1
하늘을나는교실,55,7.857142857142857,7
예스하우스,55,55.0,1
더블엔(더블:엔),55,5.5,10
화담 출판사,55,13.75,4
화니콤,55,5.5,10
부메랑모션픽쳐스,55,18.333333333333332,3
리스비젼 엔터테인먼트,55,55.0,1
수프,55,27.5,2
아소미디어(아카데미소프트),55,13.75,4
합동국제문화센터,55,13.75,4
CK(시케이 북스),55,18.333333333333332,3
코하스 소잉 연구소 소잉스토리 사업팀,55,55.0,1
와우패스,55,27.5,2
생각너머,55,6.875,8
스윔닥터(주),55,55.0,1
미루나무,55,18.333333333333332,3
한국복음서원,55,4.230769230769231,13
미운오리새끼,55,13.75,4
꿈구두,55,9.166666666666666,6
노벨과개미,55,27.5,2
도미노북스,55,13.75,4
라미엔느,55,55.0,1
원창출판사,55,3.9285714285714284,14
CambridgeUnivPr,55,55.0,1
위즈덤 피플,55,55.0,1
북마당,55,11.0,5
고려대학교 출판문화원,55,4.230769230769231,13
타이쿤투자연구소,55,55.0,1
디자인 이음,55,27.5,2
유원,55,4.230769230769231,13
북산책,55,6.111111111111111,9
나무플러스나무,55,7.857142857142857,7
북스온,55,55.0,1
퍼스트북,55,13.75,4
넥서스cross,55,9.166666666666666,6
OdysseyClassics,55,13.75,4
시프트,55,9.166666666666666,6
ONE&ONE,55,27.5,2
홍릉(홍릉과학출판사),55,9.166666666666666,6
크로바,55,6.875,8
Amstory(에이엠스토리),55,7.857142857142857,7
동화나무,55,18.333333333333332,3
프리칭아카데미,55,18.333333333333332,3
삼영사,55,2.75,20
신생(전망),55,2.75,20
이지북스,55,11.0,5
KDbooks(케이디북스),55,18.333333333333332,3
동아시아연구원,55,5.0,11
퍼플레인(갈매나무),55,9.166666666666666,6
Palgrave Macmillan,55,13.75,4
Zebra Books,55,3.6666666666666665,15
푸른e미디어,55,13.75,4
(주)프랙티쿠스,55,13.75,4
다솜미디어,55,9.166666666666666,6
흰당나귀,55,13.75,4
Media2.0(미디어 2.0),54,54.0,1
문학과경계사,54,6.0,9
산책,54,5.4,10
포토샵웍스,54,54.0,1
넥서스제페니즈,54,27.0,2
한님성서연구소,54,18.0,3
메디칼크로스,54,27.0,2
PenguinCafe(펭귄카페),54,10.8,5
한국FP협회,54,13.5,4
세영출판,54,27.0,2
벽호,54,1.8,30
세상속으로,54,4.909090909090909,11
동연어린이,54,18.0,3
동아출판,54,6.0,9
문학마을,54,4.153846153846154,13
Creta(크레타),54,5.4,10
작가와 비평,54,10.8,5
아난케,54,27.0,2
朴英社,54,10.8,5
라이브 DVD,54,54.0,1
禪·YOGA,54,54.0,1
스크린셀러,54,13.5,4
더드림,54,10.8,5
리틀프레스,54,10.8,5
지상의책,54,6.0,9
샬레스위스,54,54.0,1
미래북(MiraeBook),54,9.0,6
해드림,54,7.714285714285714,7
기가코리아,54,10.8,5
리브로,54,6.0,9
용의 숲,54,7.714285714285714,7
고시계사,54,10.8,5
서울특별시 시사편찬위원회,54,5.4,10
연우책들,54,10.8,5
수류산방중심,54,13.5,4
Natl Geographic Society,54,4.909090909090909,11
씨스토리,54,18.0,3
영풍문고,54,1.8,30
예서원,54,10.8,5
영웅,54,2.7,20
IGM세계경영연구원,54,6.75,8
자연을 닮은 사람들,54,27.0,2
노란잠수함,54,7.714285714285714,7
백만사,54,27.0,2
심볼리쿠스,54,13.5,4
바이오프레스,54,13.5,4
맥스교육(맥스미디어),54,27.0,2
UUP,54,2.4545454545454546,22
J&C,54,3.176470588235294,17
힐하우스,54,27.0,2
금하출판사,54,27.0,2
특수교육,54,2.7,20
생활성서,54,3.375,16
BookStar(북스타),54,18.0,3
오성미디어,54,4.909090909090909,11
솔지미디어,53,8.833333333333334,6
훈민정음,53,1.962962962962963,27
오후의서재,53,6.625,8
처음,53,5.3,10
오픈도어북스,53,5.888888888888889,9
달섬,53,3.3125,16
HoughtonMifflinHarcourt,53,10.6,5
플로베르,53,6.625,8
라이프하우스,53,8.833333333333334,6
평화방송·평화신문,53,13.25,4
청어람 메이트,53,53.0,1
북스앤드,53,13.25,4
문화인재경영협회,53,7.571428571428571,7
소울키친,53,53.0,1
붓다의 마을,53,17.666666666666668,3
대학내일,53,7.571428571428571,7
문출판사,53,10.6,5
베스트셀러출판사,53,4.416666666666667,12
Opus press(오퍼스프레스),53,10.6,5
신아출판사(SINA),53,2.9444444444444446,18
에스파스,53,8.833333333333334,6
소년한길,53,13.25,4
PlanB Design(플랜비디자인),53,5.888888888888889,9
Vision,53,8.833333333333334,6
GM(가메출판사),53,26.5,2
즐거운 텍스트,53,13.25,4
빅하우스,53,13.25,4
GaRamBook(가람문학사),53,13.25,4
오토북스,53,5.888888888888889,9
좋은예감,53,13.25,4
태훈출판사,53,4.818181818181818,11
JRM,53,53.0,1
지식플랫폼,53,7.571428571428571,7
角川書店,53,4.818181818181818,11
개신(충북대학교 출판부),53,53.0,1
글로세움(북스온),53,10.6,5
파란(파란미디어),53,17.666666666666668,3
씨드북(Seedbook),53,10.6,5
REFERENCE BY B,53,7.571428571428571,7
국가인권위원회,53,4.076923076923077,13
토우,53,3.7857142857142856,14
북스타(Bookstar),53,5.3,10
북바이퍼블리,53,17.666666666666668,3
등대지기,53,2.9444444444444446,18
아이엠피미디어,53,17.666666666666668,3
영어정복자,53,53.0,1
마지원,53,10.6,5
여름의숲,53,8.833333333333334,6
매봉,53,4.818181818181818,11
행복한박물관,53,8.833333333333334,6
디비안,53,26.5,2
박영스토리,52,3.25,16
L&B부동산경제연구소,52,52.0,1
정산미디어,52,8.666666666666666,6
대학서원,52,17.333333333333332,3
정말중요한,52,7.428571428571429,7
님스,52,52.0,1
므큐,52,5.777777777777778,9
성약출판사,52,8.666666666666666,6
크롭써클,52,52.0,1
이비,52,8.666666666666666,6
HWB,52,13.0,4
크리스마스북스,52,13.0,4
날다,52,26.0,2
아토포스,52,5.777777777777778,9
카멜레온북스,52,52.0,1
스타일리더,52,17.333333333333332,3
호우,52,7.428571428571429,7
Cresay,52,17.333333333333332,3
한끼,52,4.0,13
연세대학교 출판문화원,52,4.7272727272727275,11
씨큐브,52,10.4,5
떠남,52,26.0,2
크림슨써클코리아,52,17.333333333333332,3
지식플러스,52,10.4,5
Dorling Kindersley Publishing(DK),52,13.0,4
민예사,52,5.2,10
epasskorea(이패스코리아),52,26.0,2
국가청소년위원회,52,52.0,1
성하,52,52.0,1
그린월드,52,26.0,2
신기술,52,4.7272727272727275,11
한스컨텐츠(Hantz),52,17.333333333333332,3
서정문학,52,2.1666666666666665,24
더클래스,52,26.0,2
역학도서관,52,26.0,2
Pygmalion(피그말리온),52,8.666666666666666,6
태림스코어(스코어),52,7.428571428571429,7
청어람 M&B,52,17.333333333333332,3
생각생각,52,13.0,4
임프레스미디어,52,17.333333333333332,3
DKJS(디케이제이에스),52,26.0,2
봄름,52,3.7142857142857144,14
가치랩스,52,26.0,2
꿈을담는틀,52,17.333333333333332,3
한학문화,52,3.7142857142857144,14
더 로드,52,6.5,8
아강,52,26.0,2
SEOULCOMMUNE,52,52.0,1
더블유미디어(Wmedia),52,7.428571428571429,7
예지현,52,8.666666666666666,6
新潟日報事業社,52,1.0196078431372548,51
투비북스,52,17.333333333333332,3
천문장,52,8.666666666666666,6
금잔디,52,26.0,2
로아,52,26.0,2
아름음악출판사,52,10.4,5
생활문화사,52,10.4,5
합동국제문화센터출판부,52,4.7272727272727275,11
필통북스,52,10.4,5
리더스클럽,52,26.0,2
수이북스,52,10.4,5
Focus book,52,52.0,1
양서원(송창섭),52,52.0,1
Youngin.com,52,52.0,1
경지출판사,52,3.466666666666667,15
세한기획,52,17.333333333333332,3
다움,52,3.466666666666667,15
국세청,52,13.0,4
대명종,52,10.4,5
MCGRAWHILL,52,52.0,1
흰두루,51,17.0,3
담소,51,25.5,2
Yewon Books(예원북스),51,51.0,1
LEC에듀넷,51,25.5,2
베스트하우스,51,17.0,3
다일리컴퍼니,51,5.1,10
비앤엘,51,25.5,2
문영사,51,2.55,20
활빈당,51,12.75,4
코호북스(cohobooks),51,4.636363636363637,11
톰슨코퍼레이션코리아,51,51.0,1
예책,51,8.5,6
대화문화아카데미 대화출판사,51,7.285714285714286,7
아이비하우스,51,17.0,3
필미디어,51,17.0,3
요리조리쿡,51,51.0,1
정주,51,7.285714285714286,7
국제영어대학원대학교 출판부,51,17.0,3
북이십일 달궁,51,51.0,1
아티젠,51,10.2,5
인프레스,51,25.5,2
몬스터플래닛,51,12.75,4
두솔,51,8.5,6
하마,51,10.2,5
콤마,51,5.666666666666667,9
해피아워,51,17.0,3
STA,51,51.0,1
半島出版社,51,4.636363636363637,11
전나무숲 檜木,51,25.5,2
U-북,51,17.0,3
윤앤리 퍼블리싱,51,25.5,2
백남준아트센터,51,17.0,3
나누리,51,25.5,2
나남출판(나남출판사),51,6.375,8
월간 까데뜨,51,17.0,3
북돋음(오토북스),51,25.5,2
디씨에스,51,25.5,2
Human&books,51,17.0,3
열린아트,51,10.2,5
minimum(미니멈),51,25.5,2
Deep&wide,51,5.1,10
금문,51,12.75,4
하늘눈,51,10.2,5
Nun(눈 출판그룹),51,17.0,3
Knopf,51,5.666666666666667,9
New World Library,51,25.5,2
덕성문화사,51,5.666666666666667,9
작가세계,51,3.923076923076923,13
걸리버,51,12.75,4
두시의나무,51,5.666666666666667,9
명랑한지성,51,6.375,8
William Morrow,51,17.0,3
모노그래프,51,12.75,4
춘광,51,4.636363636363637,11
컬처플러스,51,17.0,3
이야기문화연구소,51,51.0,1
펭귄카페,51,12.75,4
북인어박스,51,6.375,8
지필,51,51.0,1
사커라인,51,25.5,2
현음사,51,3.642857142857143,14
안녕로빈,51,4.25,12
안타레스,51,5.1,10
AlligatorBooks,51,4.636363636363637,11
어언무미,51,8.5,6
에이치(H)프레스,51,10.2,5
그라운드 제로 연구소,51,51.0,1
에코비즈,51,10.2,5
바람개비,51,25.5,2
두산,51,12.75,4
프리윌,51,5.666666666666667,9
행복한 책읽기,51,17.0,3
Vintage International,51,17.0,3
그림북스,51,25.5,2
Joy & Pleasure,51,10.2,5
瑞文堂,51,5.666666666666667,9
OST English,51,17.0,3
유나미디어,51,4.636363636363637,11
윌컴퍼니(윌스타일),51,10.2,5
문학의 전당,50,3.8461538461538463,13
CJ Entertainment,50,50.0,1
오올,50,12.5,4
 매경출판,50,50.0,1
비젼,50,3.8461538461538463,13
Bookin(북인),50,1.7241379310344827,29
휘닉스미디어,50,25.0,2
21세기군사연구소,50,3.5714285714285716,14
북드라망(BookDramang),50,16.666666666666668,3
갈모산방,50,6.25,8
도서출판b,50,12.5,4
DBian(디비안),50,25.0,2
Scribner Book Company,50,5.555555555555555,9
SNS소통연구소,50,10.0,5
티티,50,7.142857142857143,7
오투오(O2O),50,50.0,1
"마음길(도서출판마음길,마음길어린이)",50,16.666666666666668,3
서영출판사,50,10.0,5
리얼시스템,50,25.0,2
서광문화사,50,3.8461538461538463,13
DSBOOKS,50,25.0,2
Sigongmedia(시공미디어),50,25.0,2
와이낫 출판,50,50.0,1
시사중국어문화원,50,16.666666666666668,3
스타,50,8.333333333333334,6
한국심리상담연구소,50,12.5,4
예술시대,50,7.142857142857143,7
풍석문화재단,50,5.555555555555555,9
Kyra,50,8.333333333333334,6
랜드프로,50,25.0,2
JC인더스트리,50,12.5,4
갑인미디어,50,12.5,4
리리,50,4.545454545454546,11
북맨,50,12.5,4
북스앤피플,50,50.0,1
여행친구 트래블게릴라,50,50.0,1
한스컴퍼니앤조이,50,50.0,1
띠움,50,12.5,4
機電硏究社,50,0.9090909090909091,55
두손컴,50,8.333333333333334,6
에이치앤북,50,25.0,2
바이클로지,50,50.0,1
식신,50,50.0,1
ㅁ(미음),50,6.25,8
토스트,50,12.5,4
맵씨터,50,3.125,16
머니챌,50,50.0,1
아카데미소프트사,50,50.0,1
케렌시아,50,5.555555555555555,9
산솔미디어,50,16.666666666666668,3
참미디어,50,5.555555555555555,9
CorgiChildrens,50,50.0,1
집(도서출판),50,5.0,10
Hodder & Stoughton General Division,50,7.142857142857143,7
성안당.Com,50,25.0,2
한림출판사(Hollym),50,6.25,8
군사연구,50,16.666666666666668,3
제이앤제이제이,50,10.0,5
북이십일 아르테,50,8.333333333333334,6
신세림출판사,50,4.545454545454546,11
바른책,50,50.0,1
야옹서가,50,6.25,8
Allen Lane,50,16.666666666666668,3
제디,50,50.0,1
제3공간,50,5.0,10
St. Martin's Griffin,49,6.125,8
비즈니스101,49,8.166666666666666,6
리버티,49,7.0,7
다감,49,9.8,5
답(도서출판),49,4.9,10
수퍼유저코리아 ,49,24.5,2
창현출판사,49,1.6896551724137931,29
나비스쿨,49,6.125,8
쏠티북스,49,24.5,2
민영과학사,49,16.333333333333332,3
이모션픽처스,49,8.166666666666666,6
이비커뮤니케이션,49,8.166666666666666,6
나비,49,12.25,4
디플,49,49.0,1
설렘(SEOLREM),49,4.9,10
토마토북,49,12.25,4
Penguin Group,49,12.25,4
Pearson/Longman,49,49.0,1
진풍경,49,9.8,5
책길,49,9.8,5
상상의 힘,49,9.8,5
한신대학교출판부,49,3.2666666666666666,15
Broadway Books,49,4.454545454545454,11
arte(북이십일 아르테),49,12.25,4
클로브,49,9.8,5
고차적사고력교육센터,49,16.333333333333332,3
앤에이북스,49,8.166666666666666,6
퀼트앤,49,24.5,2
관정교육재단,49,24.5,2
민맥,49,2.5789473684210527,19
소모(SOMO),49,12.25,4
W media(더블유미디어),49,9.8,5
PUFFINBOOKS,49,49.0,1
궁미디어(충남대학교 출판문화원),49,4.9,10
씨에이치기획,49,16.333333333333332,3
행복플러스,49,16.333333333333332,3
하니커뮤니케이션즈 <글로연>,49,8.166666666666666,6
세주문화,49,9.8,5
지식경영사,49,9.8,5
小學館,49,1.96,25
42 Media Contents(42미디어콘텐츠),49,6.125,8
한림대학교 출판부,49,3.5,14
네츄로 메디카,49,49.0,1
홀리즘,49,16.333333333333332,3
북클릭,49,16.333333333333332,3
A+한국교육문화원,49,24.5,2
한국적성교육개발원,49,9.8,5
글솟대,49,3.5,14
책나무 출판사,49,7.0,7
JC MBA Consulting,49,49.0,1
글샘,49,8.166666666666666,6
키큰도토리(어진교육),49,16.333333333333332,3
시산맥사,49,0.7538461538461538,65
와이엠북스,49,49.0,1
우경,49,49.0,1
언제나북스,49,8.166666666666666,6
MiD(엠아이디),49,24.5,2
북플랫,49,5.444444444444445,9
경영아카이브,49,9.8,5
더스퀘어,49,7.0,7
뉴스타파,49,16.333333333333332,3
문예촌,49,2.227272727272727,22
삼한,49,16.333333333333332,3
중앙M&B(랜덤하우스중앙),49,49.0,1
주류성 출판사,49,7.0,7
아이넷방송,49,8.166666666666666,6
한국산업훈련연구소,49,1.8846153846153846,26
SterlingPubCoInc,49,12.25,4
문진,49,1.0888888888888888,45
Stick(스틱),48,4.8,10
좋은친구,48,6.857142857142857,7
근원,48,16.0,3
조세통람사,48,0.9411764705882353,51
삼화회계법인,48,9.6,5
헤르몬하우스,48,6.0,8
지구별여행사,48,48.0,1
芝山,48,4.0,12
좋은여름,48,12.0,4
금성출판사,48,2.823529411764706,17
第三企劃,48,6.0,8
재노북스,48,6.857142857142857,7
知元出版社,48,12.0,4
북프랜즈,48,48.0,1
쉐마,48,3.4285714285714284,14
생각바꾸는 교육,48,24.0,2
우리아카데미,48,24.0,2
우리북,48,6.857142857142857,7
필북,48,24.0,2
時空文化社,48,2.823529411764706,17
Heinle & Heinle Pub                     ,48,24.0,2
제일회계법인,48,9.6,5
사물을봄,48,12.0,4
황금지식,48,12.0,4
YaleUnivPr,48,24.0,2
사이텍미디어(희중당),48,9.6,5
HJ골든벨타임,48,9.6,5
지니의영어방송국,48,12.0,4
인사이드북스,48,12.0,4
동국출판사,48,8.0,6
해피북스,48,8.0,6
웅동,48,12.0,4
마리書舍,48,8.0,6
이지비교육,48,16.0,3
바벨의도서관,48,24.0,2
도토리하우스,48,16.0,3
FIKAJUNIOR(피카주니어),48,5.333333333333333,9
이진출판사,48,2.526315789473684,19
Flatiron Books                          ,48,3.2,15
꿈꾸는 발자국,48,48.0,1
시선사,48,0.676056338028169,71
컬처클럽,48,6.857142857142857,7
출판트러스트,48,24.0,2
culture look(컬처룩),48,16.0,3
월드컴M&C,48,16.0,3
퍼플레인,48,16.0,3
ENation,48,48.0,1
아포리아,48,6.0,8
진선북스(진선출판사),48,5.333333333333333,9
Dutton Children's Books,48,16.0,3
프로젝트 409,48,4.8,10
Hanjin(한진),48,48.0,1
인물과 사상,48,6.0,8
학산미디어,48,9.6,5
UX Review(유엑스리뷰),48,16.0,3
매일건강신문사 출판부,48,12.0,4
드림북,48,8.0,6
듬뿍,48,24.0,2
섬씽북,48,48.0,1
현대고시사,48,9.6,5
삼원출판사,48,12.0,4
종이향기(인성재단),48,9.6,5
미래아이,48,16.0,3
비엠케이(BMK),48,8.0,6
담다,48,3.4285714285714284,14
종합출판하이라이츠,48,16.0,3
修書院,48,6.857142857142857,7
역학도서관출판사,48,16.0,3
현대선물,48,48.0,1
VintageBooks,48,24.0,2
상출판사,48,12.0,4
마이디어북스,48,4.363636363636363,11
마이크임팩트북스,48,24.0,2
크레지오 커뮤니케이션즈,48,9.6,5
책과강연,48,6.857142857142857,7
法律情報센타,48,3.2,15
창의와 소통,48,24.0,2
Free Pr                                 ,48,4.363636363636363,11
대명출판사,48,8.0,6
리얼부커스,48,5.333333333333333,9
고수,47,11.75,4
Midam,47,9.4,5
幻冬舍,47,2.0434782608695654,23
한국POP전문가협회,47,23.5,2
미래출판기획,47,7.833333333333333,6
Brooks/Cole Pub Co,47,11.75,4
한동네,47,7.833333333333333,6
콘텐츠 케이브,47,23.5,2
타커스(끌레마),47,11.75,4
건설연구사,47,3.9166666666666665,12
꿈꾸는인생,47,3.357142857142857,14
봄날의 책,47,23.5,2
책마당,47,11.75,4
Avery Pub Group                         ,47,9.4,5
열린숲,47,9.4,5
큰곰,47,9.4,5
정우사,47,11.75,4
Hci,47,15.666666666666666,3
국토,47,3.6153846153846154,13
푸른칠판,47,3.1333333333333333,15
노보컨설팅,47,11.75,4
사랑과나무,47,15.666666666666666,3
지성공간,47,5.875,8
Ebury Publishing,47,4.7,10
밝터출판사,47,5.875,8
HARPER,47,9.4,5
앱투스 미디어,47,9.4,5
Giant Books(자이언트북스),47,47.0,1
한영출판사,47,6.714285714285714,7
NUN(눈 출판그룹),47,11.75,4
서울대학교 교육연구소교육인적자원부,47,9.4,5
틈새의시간,47,2.35,20
travelbooksblue,47,47.0,1
MYSC,47,11.75,4
사랑의 학교,47,5.875,8
효일문화사,47,2.35,20
클리어마인드 지오비스,47,9.4,5
문예춘추(네모북),47,15.666666666666666,3
LonelyPlanet,47,11.75,4
Longman,47,5.875,8
Jonghap Books(종합출판EnG),47,15.666666666666666,3
퉁크,47,15.666666666666666,3
디아스포라,47,5.222222222222222,9
아선미디어,47,3.1333333333333333,15
베스트 하우스,47,23.5,2
밀물,47,15.666666666666666,3
의암주논개정신선양회,47,47.0,1
드림21,47,15.666666666666666,3
법률시대,47,9.4,5
RandomHouseBooksforYoungReaders,47,15.666666666666666,3
유룩출판,47,47.0,1
Biospectator(바이오스펙테이터),47,9.4,5
참출판사,47,5.875,8
헤이버디,47,47.0,1
신수서원,47,15.666666666666666,3
신앙계,47,11.75,4
가서원,47,2.9375,16
예스민,47,11.75,4
제네랄미디어,47,47.0,1
넘버나인,47,9.4,5
푸른시대,47,11.75,4
테크빌교육(즐거운학교),47,3.6153846153846154,13
북돋음라이프,47,47.0,1
키스톤,47,9.4,5
위즈덤북,47,15.666666666666666,3
한성대학교출판부,47,4.7,10
지인북스,47,6.714285714285714,7
전북대학교출판문화원,47,2.764705882352941,17
마루&마야,47,47.0,1
지식공방,47,11.75,4
B.read(브.레드),47,6.714285714285714,7
로고스북스,47,15.666666666666666,3
미래지성,47,9.4,5
길시,47,23.5,2
이앤비 플러스,47,23.5,2
성보사,47,15.666666666666666,3
책고리,47,23.5,2
學一出版社,47,3.1333333333333333,15
삶과함께,47,4.2727272727272725,11
泰林文化社,47,1.7407407407407407,27
삼성각,47,23.5,2
Agenda(어젠다),47,9.4,5
새녘출판사,47,9.4,5
책과상상,47,23.5,2
제우스,47,9.4,5
성신여자대학교출판부,47,3.9166666666666665,12
민중서림,47,2.611111111111111,18
드레북스,47,2.764705882352941,17
국립중앙도서관,47,1.0,47
골든 벨,47,6.714285714285714,7
동남기획,47,3.9166666666666665,12
이엔지북,47,23.5,2
현실문화A,47,6.714285714285714,7
작은평화,46,9.2,5
커리어컨설팅,46,23.0,2
삼풍출판,46,46.0,1
침례신학대학교 출판부,46,15.333333333333334,3
브라이트(다산북스),46,9.2,5
Kic(한국건축시공학회),46,15.333333333333334,3
죠이북스,46,4.6,10
비채코리아북스,46,15.333333333333334,3
비즈앤리빙,46,15.333333333333334,3
동아서적,46,46.0,1
북이십일 레드리버,46,9.2,5
에디스코,46,5.111111111111111,9
고담사,46,6.571428571428571,7
청미(청미출판사),46,7.666666666666667,6
지식가공,46,15.333333333333334,3
해남신문사,46,46.0,1
8.0(에이트 포인트),46,23.0,2
원더북스,46,7.666666666666667,6
아델북스,46,15.333333333333334,3
오후에,46,11.5,4
미술공론사,46,5.75,8
Harpercollins,46,3.8333333333333335,12
책만드는 식물추장,46,11.5,4
인퍼블릭,46,15.333333333333334,3
경성문화출판사,46,46.0,1
Miramax Books/Hyperion Books for Children,46,15.333333333333334,3
느낌표 출판사,46,15.333333333333334,3
H(휴머니스트 출판그룹),46,11.5,4
시사외국어사,46,9.2,5
차밍시티,46,7.666666666666667,6
공감의 기쁨,46,46.0,1
현실과 미래,46,9.2,5
멋진세상,46,15.333333333333334,3
동연출판사,46,2.875,16
위즈밸리,46,46.0,1
씨마스21,46,9.2,5
동녘라이프(친구미디어),46,9.2,5
에이플랫,46,5.111111111111111,9
이얼싼북스(이얼싼중국문화원),46,46.0,1
에쎄,46,6.571428571428571,7
국립아시아문화전당,46,9.2,5
크레벤지식서비스,46,11.5,4
맨투맨 영어교육,46,46.0,1
뒷받침,46,46.0,1
물고기,46,11.5,4
삼육대학교 자연과학연구소,46,23.0,2
여성신문,46,23.0,2
Random House US,46,23.0,2
여성신문 나미북스,46,15.333333333333334,3
북메이커,46,11.5,4
나우커뮤니케이션,46,23.0,2
공감의힘,46,4.181818181818182,11
한국데이터베이스진흥센터,46,23.0,2
고려역학출판사,46,46.0,1
쎄오미디어,46,15.333333333333334,3
그림책방,46,11.5,4
공주대학교 출판부,46,5.75,8
JohnMurray,46,46.0,1
창작미디어,46,23.0,2
敎保文庫,46,2.3,20
허밍북스,46,6.571428571428571,7
오즈컨설팅그룹,46,23.0,2
기원전 출판사,46,9.2,5
나마스테,46,11.5,4
서림당,46,7.666666666666667,6
디이니셔티브,46,11.5,4
kmc,46,5.75,8
MA(모던아카이브),46,15.333333333333334,3
윤컴,46,2.1904761904761907,21
제이포럼,46,7.666666666666667,6
닥터필로스,46,5.75,8
한국언론진흥재단,46,11.5,4
다온길,46,3.2857142857142856,14
푸른샘,45,3.75,12
주류성(주류성출판사),45,4.090909090909091,11
주한 미국대사관 공보과,45,15.0,3
다우,45,6.428571428571429,7
싸이더스,45,15.0,3
타인의취향,45,6.428571428571429,7
그린하우스,45,6.428571428571429,7
나린글(도서출판),45,11.25,4
창현문화사,45,5.0,9
창천사,45,22.5,2
푸른 미디어,45,6.428571428571429,7
민족문화,45,9.0,5
창미사,45,5.0,9
팡세,45,6.428571428571429,7
월간 현대종교,45,45.0,1
피어슨에듀케이션 코리아,45,45.0,1
이채움,45,45.0,1
페이스메이커,45,6.428571428571429,7
엔터,45,3.75,12
가망서사,45,5.0,9
위즈덤스타일,45,11.25,4
새솔,45,15.0,3
북스페이스,45,15.0,3
행복한상상,45,22.5,2
남산도서관,45,5.625,8
동천출판,45,1.25,36
맹모지교,45,22.5,2
발해커뮤니케이션,45,15.0,3
지북스,45,22.5,2
51books(오일북스),45,9.0,5
[캐릭터플랜],45,45.0,1
尙潮社,45,2.5,18
효민출판사,45,11.25,4
한국색채심리분석 연구소,45,45.0,1
글터,45,4.090909090909091,11
대윤,45,22.5,2
